name,position,team,unique_str,week,owner,points,status,RostStatus
"Bass, T.",K,BUF,"Bass, T. K BUF",09,FA,,FA,FA
"Moss, Z.",RB,BUF,"Moss, Z. RB BUF",09,FA,,FA,FA
"Gould, R.",K,SF,"Gould, R. K SF",09,FA,,FA,FA
"Edelman, J.",WR,NE,"Edelman, J. WR NE",09,FA,,FA,FA
"Kelley, J.",RB,LAC,"Kelley, J. RB LAC",09,FA,,FA,FA
"Roethlisberger, B.",QB,PIT,"Roethlisberger, B. QB PIT",09,FA,,FA,FA
"Pittman, M.",WR,IND,"Pittman, M. WR IND",09,FA,,FA,FA
"Myers, J.",K,SEA,"Myers, J. K SEA",09,FA,,FA,FA
Seahawks DEF ,DEF,Seahawks,Seahawks DEF ,09,FA,,FA,FA
Saints DEF ,DEF,Saints,Saints DEF ,09,FA,,FA,FA
"McKissic, J.",RB,WAS,"McKissic, J. RB WAS",09,f,17.2,Active,Starting
Panthers DEF ,DEF,Panthers,Panthers DEF ,09,FA,,FA,FA
"Bailey, D.",K,MIN,"Bailey, D. K MIN",09,FA,,FA,FA
"Freeman, D.",RB,NYG,"Freeman, D. RB NYG",09,FA,,FA,FA
"Gage, R.",WR,ATL,"Gage, R. WR ATL",09,FA,,FA,FA
Dolphins DEF ,DEF,Dolphins,Dolphins DEF ,09,FA,,FA,FA
"Ballage, K.",RB,LAC,"Ballage, K. RB LAC",09,FA,,FA,FA
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",09,FA,,FA,FA
"Miller, S.",WR,TB,"Miller, S. WR TB",09,FA,,FA,FA
"Harry, N.",WR,NE,"Harry, N. WR NE",09,FA,,FA,FA
"Ebron, E.",TE,PIT,"Ebron, E. TE PIT",09,FA,,FA,FA
"Beckham, O.",WR,CLE,"Beckham, O. WR CLE",09,FA,,FA,FA
"Prescott, D.",QB,DAL,"Prescott, D. QB DAL",09,FA,,FA,FA
"McManus, B.",K,DEN,"McManus, B. K DEN",09,FA,,FA,FA
"Akers, C.",RB,LA,"Akers, C. RB LA",09,FA,,FA,FA
"Higbee, T.",TE,LA,"Higbee, T. TE LA",09,FA,,FA,FA
"Burrow, J.",QB,CIN,"Burrow, J. QB CIN",09,FA,,FA,FA
"Kelce, T.",TE,KC,"Kelce, T. TE KC",09,f,25.9,Active,Starting
"Ruggs, H.",WR,LV,"Ruggs, H. WR LV",09,f,1.0,Active,Starting
"Williams, P.",WR,MIA,"Williams, P. WR MIA",09,f,16.0,Active,Starting
"Smith-Schuster, J.",WR,PIT,"Smith-Schuster, J. WR PIT",09,Jess,21.3,Active,Starting
"Jones, J.",WR,ATL,"Jones, J. WR ATL",09,Jess,16.4,Active,Starting
"Montgomery, D.",RB,CHI,"Montgomery, D. RB CHI",09,Jess,5.2,Active,Starting
"Henry, D.",RB,TEN,"Henry, D. RB TEN",09,Jess,6.8,Active,Starting
"Herbert, J.",QB,LAC,"Herbert, J. QB LAC",09,Jess,23.44,Active,Starting
Browns DEF ,DEF,Browns,Browns DEF ,09,Nolan,0.0,Inactive,Bench
"Slayton, D.",WR,NYG,"Slayton, D. WR NYG",09,Nolan,1.8,Inactive,Bench
"Chark, D.",WR,JAX,"Chark, D. WR JAX",09,Nolan,27.6,Inactive,Bench
"Carson, C.",RB,SEA,"Carson, C. RB SEA",09,Nolan,0.0,Inactive,Bench
"Higgins, R.",WR,CLE,"Higgins, R. WR CLE",09,Nolan,0.0,Inactive,Bench
"Agholor, N.",WR,LV,"Agholor, N. WR LV",09,Nolan,13.5,Inactive,Bench
Ravens DEF ,DEF,Ravens,Ravens DEF ,09,Nolan,14.0,Active,Starting
"Sanders, J.",K,MIA,"Sanders, J. K MIA",09,Nolan,14.0,Active,Starting
"Dallas, D.",RB,SEA,"Dallas, D. RB SEA",09,Nolan,11.9,Active,Starting
"Moore, D.",WR,CAR,"Moore, D. WR CAR",09,Jess,3.8,Active,Starting
"Smith, J.",TE,TEN,"Smith, J. TE TEN",09,Nolan,11.2,Active,Starting
"Metcalf, D.",WR,SEA,"Metcalf, D. WR SEA",09,Nolan,23.8,Active,Starting
"Fuller, W.",WR,HOU,"Fuller, W. WR HOU",09,Nolan,21.0,Active,Starting
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",09,Nolan,13.8,Active,Starting
"Elliott, E.",RB,DAL,"Elliott, E. RB DAL",09,Nolan,8.9,Active,Starting
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",09,Nolan,22.1,Active,Starting
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",09,Kevin,0.00,Inactive,Reserve
"Michel, S.",RB,NE,"Michel, S. RB NE",09,Kevin,0.00,Inactive,Reserve
"Tagovailoa, T.",QB,MIA,"Tagovailoa, T. QB MIA",09,Kevin,21.42,Inactive,Bench
"Hill, B.",RB,ATL,"Hill, B. RB ATL",09,FA,,FA,FA
"Williams, M.",WR,LAC,"Williams, M. WR LAC",09,Kevin,13.1,Inactive,Bench
"Beasley, C.",WR,BUF,"Beasley, C. WR BUF",09,Kevin,6.9,Inactive,Bench
"Hilton, T.",WR,IND,"Hilton, T. WR IND",09,Kevin,0.0,Inactive,Bench
"Green, A.",WR,CIN,"Green, A. WR CIN",09,Kevin,0.0,Inactive,Bench
Colts DEF ,DEF,Colts,Colts DEF ,09,Kevin,5.0,Active,Starting
"Claypool, C.",WR,PIT,"Claypool, C. WR PIT",09,Nolan,15.3,Active,Starting
"Kamara, A.",RB,NO,"Kamara, A. RB NO",09,Kevin,15.9,Active,Starting
"Cook, J.",TE,NO,"Cook, J. TE NO",09,Jess,3.0,Active,Starting
"Butker, H.",K,KC,"Butker, H. K KC",09,Jess,10.0,Active,Starting
"Cole, K.",WR,JAX,"Cole, K. WR JAX",09,f,2.0,Active,Starting
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",09,f,1.6,Active,Starting
"McKinnon, J.",RB,SF,"McKinnon, J. RB SF",09,f,18.8,Active,Starting
"Tannehill, R.",QB,TEN,"Tannehill, R. QB TEN",09,f,14.62,Active,Starting
"Penny, R.",RB,SEA,"Penny, R. RB SEA",09,Sam,0.00,Inactive,Reserve
"Ertz, Z.",TE,PHI,"Ertz, Z. TE PHI",09,Sam,0.00,Inactive,Reserve
"Gibson, A.",RB,WAS,"Gibson, A. RB WAS",09,Sam,12.5,Inactive,Bench
"Swift, D.",RB,DET,"Swift, D. RB DET",09,Sam,12.7,Inactive,Bench
"Samuel, C.",WR,CAR,"Samuel, C. WR CAR",09,Sam,26.8,Inactive,Bench
"Golladay, K.",WR,DET,"Golladay, K. WR DET",09,Sam,0.0,Inactive,Bench
"Parker, D.",WR,MIA,"Parker, D. WR MIA",09,Sam,12.4,Inactive,Bench
"Woods, R.",WR,LA,"Woods, R. WR LA",09,Sam,0.0,Inactive,Bench
Cardinals DEF ,DEF,Cardinals,Cardinals DEF ,09,Sam,2.0,Active,Starting
"Gonzalez, Z.",K,ARI,"Gonzalez, Z. K ARI",09,Sam,7.0,Active,Starting
"Gordon, M.",RB,DEN,"Gordon, M. RB DEN",09,Jess,3.7,Active,Starting
"Hasty, J.",RB,SF,"Hasty, J. RB SF",09,Sam,5.4,Active,Starting
"Hardman, M.",WR,KC,"Hardman, M. WR KC",09,Sam,8.4,Active,Starting
"Diggs, S.",WR,BUF,"Diggs, S. WR BUF",09,Sam,20.8,Active,Starting
"Crowder, J.",WR,NYJ,"Crowder, J. WR NYJ",09,Sam,10.6,Active,Starting
"Robinson, J.",RB,JAX,"Robinson, J. RB JAX",09,Sam,15.9,Active,Starting
"Cook, D.",RB,MIN,"Cook, D. RB MIN",09,Sam,39.2,Active,Starting
"Murray, K.",QB,ARI,"Murray, K. QB ARI",09,Sam,37.92,Active,Starting
"Williams, J.",RB,GB,"Williams, J. RB GB",09,Jess,0.00,Inactive,Reserve
"Renfrow, H.",WR,LV,"Renfrow, H. WR LV",09,Jess,10.5,Inactive,Bench
"Shepard, S.",WR,NYG,"Shepard, S. WR NYG",09,Jess,11.7,Inactive,Bench
"Wentz, C.",QB,PHI,"Wentz, C. QB PHI",09,Jess,0.0,Inactive,Bench
"Coleman, T.",RB,SF,"Coleman, T. RB SF",09,Jess,0.0,Inactive,Bench
"Jones, M.",WR,DET,"Jones, M. WR DET",09,Jess,13.3,Inactive,Bench
"Ingram, M.",RB,BAL,"Ingram, M. RB BAL",09,Jess,0.0,Inactive,Bench
Chiefs DEF ,DEF,Chiefs,Chiefs DEF ,09,Jess,1.0,Active,Starting
"Gronkowski, R.",TE,TB,"Gronkowski, R. TE TB",09,Sam,1.2,Active,Starting
"Henderson, D.",RB,LA,"Henderson, D. RB LA",09,Kevin,0.0,Inactive,Bench
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",09,FA,,FA,FA
"Howard, J.",RB,Free Agent,"Howard, J. RB Free Agent",09,FA,,FA,FA
"Gore, F.",RB,NYJ,"Gore, F. RB NYJ",09,FA,,FA,FA
"Cohen, T.",RB,CHI,"Cohen, T. RB CHI",09,FA,,FA,FA
"Brown, M.",RB,LA,"Brown, M. RB LA",09,FA,,FA,FA
"Elliott, J.",K,PHI,"Elliott, J. K PHI",09,FA,,FA,FA
"Jackson, D.",WR,PHI,"Jackson, D. WR PHI",09,FA,,FA,FA
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",09,FA,,FA,FA
"Jeffery, A.",WR,PHI,"Jeffery, A. WR PHI",09,FA,,FA,FA
"Edwards, B.",WR,LV,"Edwards, B. WR LV",09,FA,,FA,FA
"Harris, D.",WR,NO,"Harris, D. WR NO",09,FA,,FA,FA
"Tate, G.",WR,NYG,"Tate, G. WR NYG",09,FA,,FA,FA
"Smith, T.",WR,NO,"Smith, T. WR NO",09,FA,,FA,FA
"Brees, D.",QB,NO,"Brees, D. QB NO",09,FA,,FA,FA
"Miller, A.",WR,CHI,"Miller, A. WR CHI",09,FA,,FA,FA
"Snell, B.",RB,PIT,"Snell, B. RB PIT",09,FA,,FA,FA
"Coutee, K.",WR,HOU,"Coutee, K. WR HOU",09,FA,,FA,FA
"Fitzpatrick, R.",QB,MIA,"Fitzpatrick, R. QB MIA",09,FA,,FA,FA
"Gano, G.",K,NYG,"Gano, G. K NYG",09,FA,,FA,FA
"Gostkowski, S.",K,TEN,"Gostkowski, S. K TEN",09,FA,,FA,FA
"Lambo, J.",K,JAX,"Lambo, J. K JAX",09,FA,,FA,FA
"Burkhead, R.",RB,NE,"Burkhead, R. RB NE",09,FA,,FA,FA
"Howard, O.",TE,TB,"Howard, O. TE TB",09,FA,,FA,FA
"Akins, J.",TE,HOU,"Akins, J. TE HOU",09,FA,,FA,FA
"Cobb, R.",WR,HOU,"Cobb, R. WR HOU",09,FA,,FA,FA
"Manhertz, C.",TE,CAR,"Manhertz, C. TE CAR",09,FA,,FA,FA
"Edwards, G.",RB,BAL,"Edwards, G. RB BAL",09,FA,,FA,FA
"Davis, M.",RB,CAR,"Davis, M. RB CAR",10,Jake,8.4,Inactive,Bench
"Drake, K.",RB,ARI,"Drake, K. RB ARI",10,Graham,9.9,Inactive,Bench
"Hill, T.",WR,KC,"Hill, T. WR KC",10,Graham,0.0,Inactive,Bench
"Thomas, L.",TE,WAS,"Thomas, L. TE WAS",10,FA,,FA,FA
"Hurst, H.",TE,ATL,"Hurst, H. TE ATL",10,Graham,0.0,Inactive,Bench
"Carr, D.",QB,LV,"Carr, D. QB LV",10,FA,,FA,FA
"Elliott, J.",K,PHI,"Elliott, J. K PHI",10,FA,,FA,FA
"Fulgham, T.",WR,PHI,"Fulgham, T. WR PHI",10,Jake,1.8,Active,Starting
"Jackson, D.",WR,PHI,"Jackson, D. WR PHI",10,FA,,FA,FA
"Hockenson, T.",TE,DET,"Hockenson, T. TE DET",10,Jake,3.3,Active,Starting
"Jeffery, A.",WR,PHI,"Jeffery, A. WR PHI",10,FA,,FA,FA
"Edelman, J.",WR,NE,"Edelman, J. WR NE",10,FA,,FA,FA
"Edwards, B.",WR,LV,"Edwards, B. WR LV",10,FA,,FA,FA
"Pittman, M.",WR,IND,"Pittman, M. WR IND",10,FA,,FA,FA
"Johnson, K.",RB,DET,"Johnson, K. RB DET",10,FA,,FA,FA
"Harris, D.",WR,NO,"Harris, D. WR NO",10,FA,,FA,FA
"Murray, L.",RB,NO,"Murray, L. RB NO",10,Graham,5.7,Inactive,Bench
Chargers DEF ,DEF,Chargers,Chargers DEF ,10,FA,,FA,FA
Patriots DEF ,DEF,Patriots,Patriots DEF ,10,FA,,FA,FA
"Johnson, D.",WR,PIT,"Johnson, D. WR PIT",10,Graham,23.6,Active,Starting
"Reed, J.",TE,SF,"Reed, J. TE SF",10,Graham,11.2,Active,Starting
"Edmonds, C.",RB,ARI,"Edmonds, C. RB ARI",10,Graham,14.6,Active,Starting
"Sims, S.",WR,WAS,"Sims, S. WR WAS",10,FA,,FA,FA
"Watkins, S.",WR,KC,"Watkins, S. WR KC",10,FA,,FA,FA
"White, J.",RB,NE,"White, J. RB NE",10,FA,,FA,FA
"Bell, L.",RB,KC,"Bell, L. RB KC",10,FA,,FA,FA
"Succop, R.",K,TB,"Succop, R. K TB",10,Graham,16.0,Active,Starting
"Brown, M.",RB,LA,"Brown, M. RB LA",10,FA,,FA,FA
Vikings DEF ,DEF,Vikings,Vikings DEF ,10,FA,,FA,FA
"Moore, D.",WR,CAR,"Moore, D. WR CAR",10,Jess,19.6,Active,Starting
Saints DEF ,DEF,Saints,Saints DEF ,10,Graham,14.0,Active,Starting
"Blankenship, R.",K,IND,"Blankenship, R. K IND",10,Jake,11.0,Active,Starting
"Bridgewater, T.",QB,CAR,"Bridgewater, T. QB CAR",10,FA,,FA,FA
"Anderson, R.",WR,CAR,"Anderson, R. WR CAR",10,Jake,6.1,Active,Starting
"Penny, R.",RB,SEA,"Penny, R. RB SEA",10,FA,,FA,FA
"Tate, G.",WR,NYG,"Tate, G. WR NYG",10,FA,,FA,FA
"Slye, J.",K,CAR,"Slye, J. K CAR",10,f,6.0,Active,Starting
Steelers DEF ,DEF,Steelers,Steelers DEF ,10,f,12.0,Active,Starting
"Newton, C.",QB,NE,"Newton, C. QB NE",10,f,16.82,Inactive,Bench
"Manhertz, C.",TE,CAR,"Manhertz, C. TE CAR",10,FA,,FA,FA
"Zuerlein, G.",K,DAL,"Zuerlein, G. K DAL",10,FA,,FA,FA
"Kelce, T.",TE,KC,"Kelce, T. TE KC",10,f,0.0,Inactive,Bench
"Scott, B.",RB,PHI,"Scott, B. RB PHI",10,f,17.9,Inactive,Bench
"Watson, D.",QB,HOU,"Watson, D. QB HOU",10,Jake,14.12,Active,Starting
"Fant, N.",TE,DEN,"Fant, N. TE DEN",10,f,4.8,Inactive,Bench
"Williams, P.",WR,MIA,"Williams, P. WR MIA",10,f,0.0,Inactive,Bench
"Howard, O.",TE,TB,"Howard, O. TE TB",10,FA,,FA,FA
"Ruggs, H.",WR,LV,"Ruggs, H. WR LV",10,f,8.2,Inactive,Bench
"Jones, A.",RB,GB,"Jones, A. RB GB",10,Jake,14.5,Active,Starting
"Barkley, S.",RB,NYG,"Barkley, S. RB NYG",10,f,0.00,Inactive,Reserve
"Gaskin, M.",RB,MIA,"Gaskin, M. RB MIA",10,f,0.00,Inactive,Reserve
"Lambo, J.",K,JAX,"Lambo, J. K JAX",10,FA,,FA,FA
Bills DEF ,DEF,Bills,Bills DEF ,10,FA,,FA,FA
"Kelley, J.",RB,LAC,"Kelley, J. RB LAC",10,FA,,FA,FA
"Brees, D.",QB,NO,"Brees, D. QB NO",10,FA,,FA,FA
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",10,FA,,FA,FA
"Miller, A.",WR,CHI,"Miller, A. WR CHI",10,FA,,FA,FA
Giants DEF ,DEF,Giants,Giants DEF ,10,FA,,FA,FA
"Snell, B.",RB,PIT,"Snell, B. RB PIT",10,FA,,FA,FA
"Lewis, D.",RB,NYG,"Lewis, D. RB NYG",10,FA,,FA,FA
"Gould, R.",K,SF,"Gould, R. K SF",10,FA,,FA,FA
"Thomas, M.",WR,NO,"Thomas, M. WR NO",10,Jake,4.7,Active,Starting
"Breida, M.",RB,MIA,"Breida, M. RB MIA",10,FA,,FA,FA
"Fitzpatrick, R.",QB,MIA,"Fitzpatrick, R. QB MIA",10,FA,,FA,FA
"Lockett, T.",WR,SEA,"Lockett, T. WR SEA",10,Jake,11.6,Active,Starting
"Gostkowski, S.",K,TEN,"Gostkowski, S. K TEN",10,FA,,FA,FA
"Sanders, M.",RB,PHI,"Sanders, M. RB PHI",10,Jake,13.5,Active,Starting
"Coutee, K.",WR,HOU,"Coutee, K. WR HOU",10,FA,,FA,FA
"Myers, J.",K,SEA,"Myers, J. K SEA",10,FA,,FA,FA
"Evans, M.",WR,TB,"Evans, M. WR TB",10,Graham,19.7,Active,Starting
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",10,FA,,FA,FA
"Tucker, J.",K,BAL,"Tucker, J. K BAL",10,Lucas,5.0,Active,Starting
"Coleman, T.",RB,SF,"Coleman, T. RB SF",10,FA,,FA,FA
"Brown, J.",WR,BUF,"Brown, J. WR BUF",10,Lucas,13.2,Active,Starting
"Andrews, M.",TE,BAL,"Andrews, M. TE BAL",10,Lucas,13.1,Active,Starting
"Ingram, M.",RB,BAL,"Ingram, M. RB BAL",10,FA,,FA,FA
"Jefferson, J.",WR,MIN,"Jefferson, J. WR MIN",10,Lucas,21.5,Active,Starting
"Akers, C.",RB,LA,"Akers, C. RB LA",10,FA,,FA,FA
"Kirk, C.",WR,ARI,"Kirk, C. WR ARI",10,Lucas,8.2,Active,Starting
"Higbee, T.",TE,LA,"Higbee, T. TE LA",10,FA,,FA,FA
"Miller, S.",WR,TB,"Miller, S. WR TB",10,FA,,FA,FA
"Prescott, D.",QB,DAL,"Prescott, D. QB DAL",10,FA,,FA,FA
"Godwin, C.",WR,TB,"Godwin, C. WR TB",10,Lucas,15.2,Active,Starting
"Singletary, D.",RB,BUF,"Singletary, D. RB BUF",10,Lucas,2.0,Active,Starting
"Beckham, O.",WR,CLE,"Beckham, O. WR CLE",10,FA,,FA,FA
"McCaffrey, C.",RB,CAR,"McCaffrey, C. RB CAR",10,Lucas,0.0,Active,Starting
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",10,FA,,FA,FA
"Jackson, L.",QB,BAL,"Jackson, L. QB BAL",10,Lucas,21.46,Active,Starting
"Henry, H.",TE,LAC,"Henry, H. TE LAC",10,Jake,13.0,Inactive,Bench
"Hunt, K.",RB,CLE,"Hunt, K. RB CLE",10,Jake,16.2,Inactive,Bench
"Freeman, D.",RB,NYG,"Freeman, D. RB NYG",10,FA,,FA,FA
"Gallman, W.",RB,NYG,"Gallman, W. RB NYG",10,Jake,19.0,Inactive,Bench
"Brown, M.",WR,BAL,"Brown, M. WR BAL",10,Jake,3.4,Inactive,Bench
"Ballage, K.",RB,LAC,"Ballage, K. RB LAC",10,FA,,FA,FA
49ers DEF ,DEF,49ers,49ers DEF ,10,Lucas,7.0,Active,Starting
"Hasty, J.",RB,SF,"Hasty, J. RB SF",10,FA,,FA,FA
"Edwards-Helaire, C.",RB,KC,"Edwards-Helaire, C. RB KC",10,Jake,0.0,Inactive,Bench
Panthers DEF ,DEF,Panthers,Panthers DEF ,10,FA,,FA,FA
"Harry, N.",WR,NE,"Harry, N. WR NE",10,FA,,FA,FA
"Gonzalez, Z.",K,ARI,"Gonzalez, Z. K ARI",10,FA,,FA,FA
"Lazard, A.",WR,GB,"Lazard, A. WR GB",10,Jake,0.00,Inactive,Reserve
"Shenault, L.",WR,JAX,"Shenault, L. WR JAX",10,FA,,FA,FA
"Gage, R.",WR,ATL,"Gage, R. WR ATL",10,FA,,FA,FA
"Mattison, A.",RB,MIN,"Mattison, A. RB MIN",10,FA,,FA,FA
"Akins, J.",TE,HOU,"Akins, J. TE HOU",10,FA,,FA,FA
"Valdes-Scantling, M.",WR,GB,"Valdes-Scantling, M. WR GB",10,FA,,FA,FA
"Mostert, R.",RB,SF,"Mostert, R. RB SF",10,Lucas,0.00,Inactive,Reserve
"Sutton, C.",WR,DEN,"Sutton, C. WR DEN",10,FA,,FA,FA
"Goedert, D.",TE,PHI,"Goedert, D. TE PHI",10,Lucas,7.30,Inactive,Reserve
"McKissic, J.",RB,WAS,"McKissic, J. RB WAS",10,f,17.9,Active,Starting
"Rodgers, A.",QB,GB,"Rodgers, A. QB GB",10,Graham,25.4,Active,Starting
"Booker, D.",RB,LV,"Booker, D. RB LV",10,FA,,FA,FA
Chiefs DEF ,DEF,Chiefs,Chiefs DEF ,10,FA,,FA,FA
"Gore, F.",RB,NYJ,"Gore, F. RB NYJ",10,FA,,FA,FA
"Taylor, J.",RB,IND,"Taylor, J. RB IND",10,Graham,5.7,Active,Starting
"Samuel, D.",WR,SF,"Samuel, D. WR SF",10,FA,,FA,FA
"Roethlisberger, B.",QB,PIT,"Roethlisberger, B. QB PIT",10,FA,,FA,FA
Cardinals DEF ,DEF,Cardinals,Cardinals DEF ,10,FA,,FA,FA
"Hurts, J.",QB,PHI,"Hurts, J. QB PHI",10,FA,,FA,FA
"Thielen, A.",WR,MIN,"Thielen, A. WR MIN",10,Graham,20.3,Active,Starting
"Fournette, L.",RB,TB,"Fournette, L. RB TB",10,Graham,5.0,Active,Starting
"Harris, D.",RB,NE,"Harris, D. RB NE",10,FA,,FA,FA
Seahawks DEF ,DEF,Seahawks,Seahawks DEF ,10,FA,,FA,FA
"Hardman, M.",WR,KC,"Hardman, M. WR KC",10,FA,,FA,FA
"McManus, B.",K,DEN,"McManus, B. K DEN",10,FA,,FA,FA
"Ryan, M.",QB,ATL,"Ryan, M. QB ATL",10,Lucas,0.0,Inactive,Bench
"Hyde, C.",RB,SEA,"Hyde, C. RB SEA",10,FA,,FA,FA
Dolphins DEF ,DEF,Dolphins,Dolphins DEF ,10,Jake,6.0,Active,Starting
"Boswell, C.",K,PIT,"Boswell, C. K PIT",10,FA,,FA,FA
"Slayton, D.",WR,NYG,"Slayton, D. WR NYG",10,FA,,FA,FA
"Bullock, R.",K,CIN,"Bullock, R. K CIN",10,Lucas,4.0,Inactive,Bench
"Peterson, A.",RB,DET,"Peterson, A. RB DET",10,Lucas,4.0,Inactive,Bench
Football Team DEF ,DEF,TFootballeFootballaFootballm,Football Team DEF ,10,FA,,FA,FA
"Hilton, T.",WR,IND,"Hilton, T. WR IND",10,FA,,FA,FA
"Gallup, M.",WR,DAL,"Gallup, M. WR DAL",10,Lucas,0.0,Inactive,Bench
"Schultz, D.",TE,DAL,"Schultz, D. TE DAL",10,Lucas,0.0,Inactive,Bench
"Campbell, P.",WR,IND,"Campbell, P. WR IND",10,FA,,FA,FA
"Johnson, D.",RB,CLE,"Johnson, D. RB CLE",10,FA,,FA,FA
"Cooper, A.",WR,DAL,"Cooper, A. WR DAL",10,Lucas,0.0,Inactive,Bench
"Cook, J.",TE,NO,"Cook, J. TE NO",10,Jess,0.0,Active,Starting
"Cohen, T.",RB,CHI,"Cohen, T. RB CHI",10,FA,,FA,FA
"Cole, K.",WR,JAX,"Cole, K. WR JAX",10,f,33.0,Active,Starting
"Green, A.",WR,CIN,"Green, A. WR CIN",10,Kevin,0.0,Inactive,Bench
"Shepard, S.",WR,NYG,"Shepard, S. WR NYG",10,Jess,10.7,Inactive,Bench
"Higgins, T.",WR,CIN,"Higgins, T. WR CIN",10,Liam,22.5,Active,Starting
"Williams, J.",RB,GB,"Williams, J. RB GB",10,Jess,8.5,Inactive,Bench
Colts DEF ,DEF,Colts,Colts DEF ,10,Kevin,10.0,Active,Starting
"Grant, J.",WR,MIA,"Grant, J. WR MIA",10,FA,,FA,FA
"Carlson, D.",K,LV,"Carlson, D. K LV",10,Kevin,15.0,Active,Starting
"Kupp, C.",WR,LA,"Kupp, C. WR LA",10,Liam,10.0,Active,Starting
"Kamara, A.",RB,NO,"Kamara, A. RB NO",10,Kevin,34.8,Active,Starting
"Landry, J.",WR,CLE,"Landry, J. WR CLE",10,Liam,5.9,Active,Starting
"Waller, D.",TE,LV,"Waller, D. TE LV",10,Kevin,6.7,Active,Starting
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",10,Kevin,19.7,Active,Starting
"McLaurin, T.",WR,WAS,"McLaurin, T. WR WAS",10,Kevin,17.2,Active,Starting
"Crosby, M.",K,GB,"Crosby, M. K GB",10,Liam,6.0,Active,Starting
"Montgomery, D.",RB,CHI,"Montgomery, D. RB CHI",10,Jess,0.0,Inactive,Bench
"Hopkins, D.",WR,ARI,"Hopkins, D. WR ARI",10,Kevin,25.7,Active,Starting
"Tonyan, R.",TE,GB,"Tonyan, R. TE GB",10,Liam,6.3,Active,Starting
"Beasley, C.",WR,BUF,"Beasley, C. WR BUF",10,Kevin,27.9,Inactive,Bench
"Mahomes, P.",QB,KC,"Mahomes, P. QB KC",10,Kevin,0.0,Inactive,Bench
"Howard, J.",RB,Free Agent,"Howard, J. RB Free Agent",10,FA,,FA,FA
"Armstead, R.",RB,JAX,"Armstead, R. RB JAX",10,Graham,0.00,Inactive,Reserve
"Fuller, W.",WR,HOU,"Fuller, W. WR HOU",10,Nolan,10.1,Active,Starting
"Dallas, D.",RB,SEA,"Dallas, D. RB SEA",10,FA,,FA,FA
"Allen, J.",QB,BUF,"Allen, J. QB BUF",10,Liam,27.36,Active,Starting
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",10,Nolan,29.6,Active,Starting
"Edwards, G.",RB,BAL,"Edwards, G. RB BAL",10,Nolan,8.3,Active,Starting
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",10,Nolan,9.92,Active,Starting
"Michel, S.",RB,NE,"Michel, S. RB NE",10,Kevin,0.00,Inactive,Reserve
"Lindsay, P.",RB,DEN,"Lindsay, P. RB DEN",10,Liam,0.2,Active,Starting
"Lamb, C.",WR,DAL,"Lamb, C. WR DAL",10,Kevin,0.0,Inactive,Bench
"Hines, N.",RB,IND,"Hines, N. RB IND",10,Liam,28.5,Active,Starting
"Wentz, C.",QB,PHI,"Wentz, C. QB PHI",10,Jess,8.72,Inactive,Bench
"Thompson, C.",RB,JAX,"Thompson, C. RB JAX",10,FA,,FA,FA
"Prater, M.",K,DET,"Prater, M. K DET",10,FA,,FA,FA
"Henderson, D.",RB,LA,"Henderson, D. RB LA",10,Kevin,10.3,Inactive,Bench
"Williams, M.",WR,LAC,"Williams, M. WR LAC",10,Kevin,5.8,Inactive,Bench
"Adams, D.",WR,GB,"Adams, D. WR GB",10,Liam,18.6,Active,Starting
Broncos DEF ,DEF,Broncos,Broncos DEF ,10,FA,,FA,FA
"Ridley, C.",WR,ATL,"Ridley, C. WR ATL",10,Graham,0.0,Inactive,Bench
"Jones, R.",RB,TB,"Jones, R. RB TB",10,Kevin,24.8,Active,Starting
"Tagovailoa, T.",QB,MIA,"Tagovailoa, T. QB MIA",10,Kevin,14.66,Active,Starting
"Butker, H.",K,KC,"Butker, H. K KC",10,Jess,0.0,Inactive,Bench
"Brown, A.",WR,TB,"Brown, A. WR TB",10,Matt,13.6,Inactive,Bench
"Cousins, K.",QB,MIN,"Cousins, K. QB MIN",10,FA,,FA,FA
"Brady, T.",QB,TB,"Brady, T. QB TB",10,Matt,31.84,Active,Starting
"Graham, J.",TE,CHI,"Graham, J. TE CHI",10,f,0.0,Active,Starting
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",10,Matt,5.4,Active,Starting
Buccaneers DEF ,DEF,Buccaneers,Buccaneers DEF ,10,Matt,5.0,Active,Starting
"Ekeler, A.",RB,LAC,"Ekeler, A. RB LAC",10,Liam,0.00,Inactive,Reserve
"Lutz, W.",K,NO,"Lutz, W. K NO",10,Matt,10.0,Active,Starting
"Allen, K.",WR,LAC,"Allen, K. WR LAC",10,Matt,12.9,Active,Starting
